03/22/2016 10:45:00 AM,460,RESIDENTIAL YARD (FRONT/BACK),25
04/11/2016 11:30:00 PM,1121,STREET,49
04/17/2016 10:30:00 PM,1121,GAS STATION,26
05/04/2016 11:50:00 AM,486,APARTMENT,61
04/18/2016 10:50:00 AM,4650,POLICE FACILITY/VEH PARKING LOT,37
02/02/2016 11:59:00 PM,5002,STREET,69
04/22/2016 11:21:00 AM,143A,VACANT LOT/LAND,29
04/24/2016 02:45:00 PM,554,RESIDENCE PORCH/HALLWAY,30
05/04/2016 11:53:00 AM,460,APARTMENT,69
04/25/2016 11:10:00 AM,1153,OTHER,35
04/15/2016 11:56:00 PM,1153,OTHER,50
04/25/2016 07:12:00 PM,1121,STREET,38
04/26/2016 04:55:00 PM,486,APARTMENT,31
04/27/2016 01:44:00 PM,486,SIDEWALK,69
04/28/2016 04:15:00 PM,486,RESIDENCE,42
05/02/2016 08:30:00 AM,890,HOTEL/MOTEL,8
05/04/2016 11:55:00 AM,320,ALLEY,25
05/03/2016 04:00:00 PM,1710,STREET,15
05/03/2016 12:25:00 PM,890,RESTAURANT,32
03/31/2016 02:00:00 PM,890,RESIDENCE,39
05/03/2016 08:00:00 AM,620,VACANT LOT/LAND,66
04/04/2016 02:50:00 PM,560,LIBRARY,25
05/04/2016 12:22:00 AM,486,APARTMENT,25
05/04/2016 02:40:00 AM,031A,STREET,27
05/04/2016 02:40:00 AM,1310,APARTMENT,68
05/04/2016 01:10:00 AM,820,STREET,67
05/04/2016 02:15:00 AM,051A,BAR OR TAVERN,58
05/04/2016 01:07:00 AM,1320,STREET,10
05/04/2016 12:30:00 AM,850,SIDEWALK,32
05/04/2016 01:20:00 AM,1310,RESIDENCE,44
05/04/2016 11:05:00 AM,554,APARTMENT,30
05/04/2016 01:24:00 AM,496,APARTMENT,66
05/04/2016 10:31:00 AM,460,SCHOOL@ PUBLIC@ BUILDING,71
05/04/2016 12:05:00 AM,497,RESIDENCE,8
05/04/2016 02:30:00 AM,486,RESIDENCE,49
05/04/2016 12:33:00 AM,486,SIDEWALK,71
05/04/2016 10:30:00 AM,610,RESIDENCE-GARAGE,16
05/04/2016 03:00:00 AM,497,APARTMENT,42
05/04/2016 02:08:00 AM,051A,APARTMENT,29
05/04/2016 01:30:00 AM,560,RESIDENCE PORCH/HALLWAY,68
05/04/2016 03:20:00 AM,320,ALLEY,68
05/04/2016 12:02:00 AM,1752,RESIDENCE,53
05/04/2016 12:01:00 AM,560,BAR OR TAVERN,6
05/04/2016 03:40:00 AM,320,SIDEWALK,43
05/04/2016 03:50:00 AM,1320,STREET,38
05/04/2016 04:00:00 AM,460,STREET,1
05/04/2016 05:30:00 AM,486,APARTMENT,27
05/04/2016 03:00:00 AM,486,SIDEWALK,30
05/04/2016 01:57:00 PM,1150,OTHER,30
05/04/2016 02:10:00 AM,497,APARTMENT,46
05/04/2016 03:35:00 AM,031A,VEHICLE NON-COMMERCIAL,8
05/04/2016 05:50:00 AM,486,RESIDENCE,35
05/04/2016 05:50:00 AM,1320,STREET,68
05/04/2016 04:30:00 AM,910,PARKING LOT/GARAGE(NON.RESID.),15
05/04/2016 12:53:00 AM,1320,RESIDENTIAL YARD (FRONT/BACK),25
05/04/2016 05:00:00 AM,460,APARTMENT,46
05/04/2016 04:40:00 AM,281,APARTMENT,26
05/04/2016 01:40:00 AM,430,RESIDENCE,49
05/04/2016 04:35:00 AM,1310,GAS STATION,44
05/04/2016 04:05:00 AM,031A,STREET,44
05/04/2016 06:14:00 AM,1365,APARTMENT,2
05/04/2016 05:40:00 AM,820,STREET,42
05/04/2016 06:35:00 AM,486,RESIDENCE,9
05/04/2016 07:40:00 AM,1330,RESTAURANT,32
05/04/2016 02:00:00 AM,890,RESIDENTIAL YARD (FRONT/BACK),23
05/04/2016 07:49:00 AM,810,HOTEL/MOTEL,76
05/04/2016 07:30:00 AM,460,TAXICAB,77
05/04/2016 02:00:00 AM,910,PARKING LOT/GARAGE(NON.RESID.),38
05/04/2016 08:11:00 AM,4387,SIDEWALK,59
05/04/2016 07:20:00 AM,610,RESIDENCE,63
05/04/2016 08:00:00 AM,486,APARTMENT,2
05/04/2016 06:50:00 AM,486,STREET,58
05/04/2016 09:00:00 AM,1156,APARTMENT,8
05/04/2016 08:48:00 AM,497,RESIDENCE,61
05/04/2016 07:06:00 AM,3731,ALLEY,30
05/04/2016 12:00:00 AM,910,ALLEY,68
05/04/2016 06:20:00 AM,820,STREET,67
05/04/2016 09:03:00 AM,1821,SIDEWALK,25
05/04/2016 09:40:00 AM,1811,SIDEWALK,25
05/04/2016 07:50:00 AM,4387,RESIDENCE,68
05/04/2016 07:00:00 AM,470,SIDEWALK,29
05/04/2016 05:30:00 AM,031A,STREET,68
05/04/2016 03:50:00 AM,486,RESIDENCE,16
05/04/2016 12:30:00 AM,860,DRUG STORE,8
05/04/2016 08:15:00 AM,031A,SIDEWALK,75
05/04/2016 10:14:00 AM,486,APARTMENT,42
05/04/2016 09:00:00 AM,610,OTHER,46
05/04/2016 09:40:00 AM,486,PARKING LOT/GARAGE(NON.RESID.),54
05/04/2016 09:50:00 AM,560,RESIDENCE PORCH/HALLWAY,67
05/04/2016 06:00:00 AM,486,RESIDENCE,16
05/04/2016 10:00:00 AM,820,OTHER,51
05/04/2016 04:39:00 AM,486,APARTMENT,14
05/04/2016 09:55:00 AM,325,STREET,28
05/04/2016 07:45:00 AM,1310,SCHOOL@ PRIVATE@ GROUNDS,62
05/04/2016 12:01:00 AM,1320,RESIDENTIAL YARD (FRONT/BACK),4
05/04/2016 05:25:00 AM,820,STREET,56
05/04/2016 08:45:00 AM,1320,STREET,73
05/04/2016 09:00:00 AM,610,APARTMENT,66
05/04/2016 08:00:00 AM,486,PARKING LOT/GARAGE(NON.RESID.),36
05/04/2016 10:45:00 AM,1811,SIDEWALK,25
05/04/2016 08:15:00 AM,520,SIDEWALK,24
05/04/2016 10:00:00 AM,890,COMMERCIAL / BUSINESS OFFICE,8
05/04/2016 10:30:00 AM,890,OTHER,32
05/04/2016 09:52:00 AM,1811,ALLEY,3
05/04/2016 10:35:00 AM,630,RESIDENCE-GARAGE,30
05/04/2016 08:00:00 AM,143B,SCHOOL@ PUBLIC@ BUILDING,23
05/04/2016 09:50:00 AM,320,SIDEWALK,69
05/04/2016 10:36:00 AM,1512,STREET,53
05/04/2016 10:58:00 AM,1811,SIDEWALK,46
05/04/2016 09:20:00 AM,545,SCHOOL@ PUBLIC@ BUILDING,69
05/04/2016 11:15:00 AM,870,GROCERY FOOD STORE,15
05/04/2016 09:00:00 AM,031A,STREET,35
05/04/2016 11:40:00 AM,1320,STREET,43
05/04/2016 10:40:00 AM,486,APARTMENT,29
05/04/2016 09:20:00 AM,031A,STREET,62
